customerID,ChurnProbability,risk_tier,Contract,tenure,MonthlyCharges
1589-AGTLK,0.45,Medium Risk,Month-to-month,3,45.35
1035-IPQPU,0.45,Medium Risk,Month-to-month,63,103.5
9206-GVPEQ,0.45,Medium Risk,Month-to-month,13,54.45
9169-BSVIN,0.45,Medium Risk,Month-to-month,12,74.75
6402-EJMWF,0.45,Medium Risk,Month-to-month,4,55.3
6127-IYJOZ,0.45,Medium Risk,Month-to-month,1,45.85
0564-MUUQK,0.45,Medium Risk,Month-to-month,20,95.5
8614-VGMMV,0.45,Medium Risk,Month-to-month,15,49.1
3130-ICDUP,0.45,Medium Risk,Month-to-month,2,80.55
3806-DXQOM,0.45,Medium Risk,Month-to-month,4,33.65
8080-DDEMJ,0.45,Medium Risk,Month-to-month,1,45.1
6464-KEXXH,0.45,Medium Risk,Month-to-month,8,25.25
7077-XJMET,0.45,Medium Risk,Month-to-month,12,74.15
0430-IHCDJ,0.45,Medium Risk,Month-to-month,15,49.0
5590-YRFJT,0.45,Medium Risk,Month-to-month,20,24.45
2277-VWCNI,0.45,Medium Risk,Month-to-month,4,48.75
3798-EPWRR,0.45,Medium Risk,Month-to-month,2,43.95
9708-HPXWZ,0.45,Medium Risk,Month-to-month,5,45.4
0376-OIWME,0.45,Medium Risk,Month-to-month,36,93.6
1260-TTRXI,0.45,Medium Risk,Month-to-month,4,54.3
4706-DGAHW,0.45,Medium Risk,Month-to-month,1,45.2
9474-PHLYD,0.45,Medium Risk,Month-to-month,15,59.45
3703-VAVCL,0.45,Medium Risk,Month-to-month,2,90.0
9381-NDKME,0.45,Medium Risk,Month-to-month,24,40.65
5057-LCOUI,0.45,Medium Risk,Month-to-month,39,50.75
7000-WCEVQ,0.45,Medium Risk,Month-to-month,20,61.6
1597-FZREH,0.45,Medium Risk,Month-to-month,2,76.4
4116-TZAQJ,0.45,Medium Risk,Month-to-month,9,74.25
0468-YRPXN,0.45,Medium Risk,Month-to-month,29,98.8
3197-ARFOY,0.45,Medium Risk,Month-to-month,19,105.0
9714-EDSUC,0.45,Medium Risk,Month-to-month,4,94.9
9643-YBLUR,0.45,Medium Risk,Month-to-month,9,69.05
4948-WBBKL,0.45,Medium Risk,Month-to-month,36,74.9
9576-SYUHJ,0.45,Medium Risk,Month-to-month,37,91.15
7296-PIXQY,0.45,Medium Risk,Month-to-month,14,70.2
0623-IIHUG,0.45,Medium Risk,Month-to-month,21,41.9
0599-XNYDO,0.44,Medium Risk,Month-to-month,20,69.8
4993-JCRGJ,0.44,Medium Risk,Month-to-month,26,84.3
3234-VKACU,0.44,Medium Risk,Month-to-month,2,70.3
6961-VCPMC,0.44,Medium Risk,Month-to-month,46,80.4
1261-FWTTE,0.44,Medium Risk,Month-to-month,23,34.65
0096-BXERS,0.44,Medium Risk,Month-to-month,6,50.35
9927-DSWDF,0.44,Medium Risk,Month-to-month,22,104.6
8782-LKFPK,0.44,Medium Risk,Month-to-month,44,90.4
3005-NFMTA,0.44,Medium Risk,Month-to-month,55,98.8
1976-CFOCS,0.44,Medium Risk,Month-to-month,1,46.0
1320-REHCS,0.44,Medium Risk,Month-to-month,52,110.75
3524-WQDSG,0.44,Medium Risk,Month-to-month,43,99.3
4619-EVPHY,0.44,Medium Risk,One year,20,91.0
6542-LWGXJ,0.44,Medium Risk,Month-to-month,3,25.0
2587-EKXTS,0.44,Medium Risk,Month-to-month,44,111.5
3161-GETRM,0.44,Medium Risk,Month-to-month,34,90.05
0867-MKZVY,0.44,Medium Risk,Month-to-month,20,82.4
3768-NLUBH,0.44,Medium Risk,Month-to-month,57,100.6
9389-ACWBI,0.44,Medium Risk,Month-to-month,5,69.95
7881-INRLC,0.44,Medium Risk,Month-to-month,45,100.85
7675-OZCZG,0.44,Medium Risk,Month-to-month,3,45.0
6646-JPPHA,0.44,Medium Risk,Month-to-month,14,78.85
6075-SLNIL,0.44,Medium Risk,Month-to-month,38,95.1
7636-OWBPG,0.44,Medium Risk,Month-to-month,12,29.35
6128-AQBMT,0.44,Medium Risk,Month-to-month,41,53.95
2523-EWWZL,0.44,Medium Risk,Month-to-month,27,76.1
7739-LAXOG,0.44,Medium Risk,Month-to-month,32,91.05
9710-ZUSHQ,0.44,Medium Risk,Month-to-month,37,106.75
3466-RITXD,0.44,Medium Risk,Month-to-month,26,92.4
1866-OBPNR,0.44,Medium Risk,Month-to-month,1,74.6
6185-TASNN,0.44,Medium Risk,Month-to-month,1,46.3
0829-XXPLX,0.44,Medium Risk,Month-to-month,20,89.4
9800-ONTFE,0.44,Medium Risk,Month-to-month,22,75.8
4811-JBUVU,0.44,Medium Risk,Month-to-month,30,89.9
7129-ACFOG,0.44,Medium Risk,Month-to-month,5,53.8
4625-EWPTF,0.44,Medium Risk,Month-to-month,8,30.45
3545-CNWRG,0.44,Medium Risk,Month-to-month,49,98.35
7982-VCELR,0.44,Medium Risk,Month-to-month,36,94.8
6635-CPNUN,0.44,Medium Risk,Month-to-month,28,96.6
2831-EBWRN,0.44,Medium Risk,Month-to-month,4,45.9
3452-ABWRL,0.44,Medium Risk,Month-to-month,47,86.05
5649-VUKMC,0.44,Medium Risk,One year,12,95.5
3969-GYXEL,0.44,Medium Risk,Month-to-month,11,76.4
7159-FVYPK,0.44,Medium Risk,Month-to-month,3,69.15
2951-QOQTK,0.44,Medium Risk,Month-to-month,4,80.8
5302-BDJNT,0.43,Medium Risk,Month-to-month,35,95.5
5461-QKNTN,0.43,Medium Risk,Month-to-month,43,94.3
7504-UWHNB,0.43,Medium Risk,Month-to-month,25,69.75
9026-RNUJS,0.43,Medium Risk,Month-to-month,5,50.35
5697-GOMBF,0.43,Medium Risk,Month-to-month,28,35.9
6416-YJTTB,0.43,Medium Risk,Month-to-month,11,79.5
6543-CPZMK,0.43,Medium Risk,Month-to-month,9,29.95
1685-BQULA,0.43,Medium Risk,Month-to-month,40,93.4
5868-CZJDR,0.43,Medium Risk,Month-to-month,1,31.35
1101-SSWAG,0.43,Medium Risk,Month-to-month,15,51.1
6825-UYPFK,0.43,Medium Risk,Month-to-month,23,75.6
5828-AVIPD,0.43,Medium Risk,One year,19,100.95
0637-UBJRP,0.43,Medium Risk,Month-to-month,13,84.05
4201-JMNGR,0.43,Medium Risk,Month-to-month,1,55.8
9369-XFEHK,0.43,Medium Risk,Month-to-month,33,80.6
6988-CJEYV,0.43,Medium Risk,Month-to-month,49,98.7
4317-VTEOA,0.43,Medium Risk,Month-to-month,1,50.75
6217-TOWGS,0.43,Medium Risk,Month-to-month,17,75.4
0118-JPNOY,0.43,Medium Risk,Month-to-month,26,85.8
4553-DVPZG,0.43,Medium Risk,Month-to-month,62,101.35
4526-ZJJTM,0.43,Medium Risk,Month-to-month,25,88.4
8313-KTIHG,0.43,Medium Risk,Month-to-month,4,61.3
6180-YBIQI,0.43,Medium Risk,Month-to-month,5,24.3
9278-VZKCD,0.43,Medium Risk,Month-to-month,52,109.1
2506-CLAKW,0.43,Medium Risk,Month-to-month,6,98.15
4840-ORQXB,0.43,Medium Risk,Month-to-month,56,104.75
5419-JKZNQ,0.43,Medium Risk,Month-to-month,30,77.9
7798-JVXYM,0.43,Medium Risk,Month-to-month,14,69.65
8982-NHAVY,0.43,Medium Risk,One year,27,100.5
4662-EKDPQ,0.43,Medium Risk,Month-to-month,2,62.05
2573-GYRUU,0.43,Medium Risk,Month-to-month,48,91.05
9286-DOJGF,0.43,Medium Risk,Month-to-month,38,74.95
2209-XADXF,0.43,Medium Risk,Month-to-month,1,25.25
6366-ZGQGL,0.43,Medium Risk,Month-to-month,1,24.8
6233-HXJMX,0.43,Medium Risk,Month-to-month,45,89.3
3791-LGQCY,0.43,Medium Risk,Month-to-month,56,100.65
2606-RMDHZ,0.43,Medium Risk,Month-to-month,6,30.5
0177-PXBAT,0.43,Medium Risk,Month-to-month,33,109.9
0578-SKVMF,0.43,Medium Risk,Month-to-month,22,83.3
2988-PLAHS,0.43,Medium Risk,One year,3,69.95
8058-DMYRU,0.43,Medium Risk,Month-to-month,54,90.05
7481-ATQQS,0.43,Medium Risk,Month-to-month,49,90.85
6599-RCLCJ,0.43,Medium Risk,Month-to-month,47,109.55
3891-PUQOD,0.43,Medium Risk,Month-to-month,1,59.2
0277-BKSQP,0.43,Medium Risk,Month-to-month,8,54.4
8496-EJAUI,0.43,Medium Risk,Month-to-month,19,73.85
9578-VRMNM,0.43,Medium Risk,Month-to-month,16,65.2
8167-GJLRN,0.42,Medium Risk,Month-to-month,3,30.4
1518-VOWAV,0.42,Medium Risk,Month-to-month,9,74.65
6862-CQUMB,0.42,Medium Risk,Month-to-month,37,96.1
4660-IRIBM,0.42,Medium Risk,Month-to-month,18,87.9
9574-RKJIF,0.42,Medium Risk,Month-to-month,30,94.4
1660-HSOOQ,0.42,Medium Risk,Month-to-month,1,49.65
4860-IJUDE,0.42,Medium Risk,Month-to-month,13,73.75
2884-GBPFB,0.42,Medium Risk,Month-to-month,35,70.3
1833-TCXKK,0.42,Medium Risk,Month-to-month,45,107.75
8064-RAVOH,0.42,Medium Risk,Month-to-month,1,49.85
6711-VTNRE,0.42,Medium Risk,Month-to-month,36,87.55
9214-EKVXR,0.42,Medium Risk,Month-to-month,1,44.0
8665-UTDHZ,0.42,Medium Risk,Month-to-month,1,30.2
2070-FNEXE,0.42,Medium Risk,Month-to-month,7,76.45
0280-XJGEX,0.42,Medium Risk,Month-to-month,49,103.7
7627-JKIAZ,0.42,Medium Risk,Month-to-month,37,78.95
6429-SHBCB,0.42,Medium Risk,Month-to-month,19,69.6
2792-LSHWX,0.42,Medium Risk,Month-to-month,1,83.4
7389-KBFIT,0.42,Medium Risk,Month-to-month,2,30.25
9626-WEQRM,0.42,Medium Risk,Month-to-month,4,29.15
2105-PHWON,0.42,Medium Risk,Month-to-month,33,95.0
0975-VOOVL,0.42,Medium Risk,Month-to-month,3,29.2
8280-MQRQN,0.42,Medium Risk,Month-to-month,1,50.45
0003-MKNFE,0.42,Medium Risk,Month-to-month,9,59.9
4361-JEIVL,0.42,Medium Risk,Month-to-month,1,44.4
2347-WKKAE,0.42,Medium Risk,Month-to-month,42,94.4
0067-DKWBL,0.42,Medium Risk,Month-to-month,2,49.25
3780-YVMFA,0.42,Medium Risk,Month-to-month,8,68.55
2921-XWDJH,0.42,Medium Risk,Month-to-month,38,83.45
4570-QHXHL,0.42,Medium Risk,Month-to-month,9,43.75
8725-JEDFD,0.42,Medium Risk,Month-to-month,27,69.05
1855-AGAWH,0.42,Medium Risk,One year,31,93.8
1025-FALIX,0.42,Medium Risk,Month-to-month,26,69.05
4680-KUTAJ,0.42,Medium Risk,Month-to-month,11,55.6
1785-BPHTP,0.42,Medium Risk,Month-to-month,28,85.45
2722-JMONI,0.42,Medium Risk,Month-to-month,1,49.55
6135-OZQVA,0.42,Medium Risk,Month-to-month,7,53.65
9699-UBQFS,0.42,Medium Risk,Month-to-month,43,94.5
2640-PMGFL,0.42,Medium Risk,Month-to-month,27,79.5
8108-UXRQN,0.42,Medium Risk,Month-to-month,11,50.55
6927-WTFIV,0.42,Medium Risk,Month-to-month,20,71.3
2085-BOJKI,0.42,Medium Risk,One year,17,96.65
7752-XUSCI,0.42,Medium Risk,Month-to-month,60,105.9
2378-VTKDH,0.42,Medium Risk,Month-to-month,65,104.35
9530-EHPOH,0.42,Medium Risk,Month-to-month,11,53.75
8818-XYFCQ,0.42,Medium Risk,Month-to-month,32,99.55
1310-QRITU,0.42,Medium Risk,Month-to-month,18,50.3
4343-EJVQB,0.41,Medium Risk,Month-to-month,7,74.35
2538-OIMXF,0.41,Medium Risk,Month-to-month,1,24.7
4950-BDEUX,0.41,Medium Risk,Month-to-month,35,49.2
6946-LMSQS,0.41,Medium Risk,One year,25,89.05
1942-OQFRW,0.41,Medium Risk,Month-to-month,1,44.0
6394-MFYNG,0.41,Medium Risk,Month-to-month,48,107.4
1478-VPOAD,0.41,Medium Risk,Month-to-month,1,43.8
8950-MTZNV,0.41,Medium Risk,Month-to-month,1,44.95
2232-DMLXU,0.41,Medium Risk,Month-to-month,1,55.2
9505-SQFSW,0.41,Medium Risk,Month-to-month,3,40.3
2139-FQHLM,0.41,Medium Risk,Month-to-month,19,89.95
4818-DRBQT,0.41,Medium Risk,Month-to-month,29,80.15
0380-NEAVX,0.41,Medium Risk,One year,34,99.85
6377-WHAOX,0.41,Medium Risk,Month-to-month,60,106.15
7663-RGWBC,0.41,Medium Risk,Month-to-month,1,44.15
0365-GXEZS,0.41,Medium Risk,Month-to-month,18,78.2
8785-CJSHH,0.41,Medium Risk,Month-to-month,60,99.8
4931-TRZWN,0.41,Medium Risk,Month-to-month,13,71.95
9940-HPQPG,0.41,Medium Risk,Month-to-month,9,91.75
7277-OZCGZ,0.41,Medium Risk,Month-to-month,22,89.05
4636-JGAAI,0.41,Medium Risk,Month-to-month,34,88.85
3569-EDBPQ,0.41,Medium Risk,Month-to-month,24,84.35
8710-YGLWG,0.41,Medium Risk,Month-to-month,1,44.9
8676-OOQEJ,0.41,Medium Risk,Month-to-month,4,30.5
0475-RIJEP,0.41,Medium Risk,Month-to-month,43,77.85
0082-LDZUE,0.41,Medium Risk,Month-to-month,1,44.3
7065-YUNRY,0.41,Medium Risk,Month-to-month,1,45.3
5515-AKOAJ,0.41,Medium Risk,Month-to-month,54,100.1
0708-LGSMF,0.41,Medium Risk,Month-to-month,13,65.85
4905-JEFDW,0.41,Medium Risk,One year,11,41.6
2275-RBYQS,0.41,Medium Risk,Month-to-month,1,45.4
7272-QDCKA,0.41,Medium Risk,One year,28,100.2
5696-QURRL,0.41,Medium Risk,Month-to-month,1,45.05
3976-BWUCK,0.41,Medium Risk,Month-to-month,30,94.1
2683-BPJSO,0.41,Medium Risk,Month-to-month,29,84.45
9828-AOQLM,0.41,Medium Risk,Month-to-month,1,45.7
5692-FPTAH,0.41,Medium Risk,Month-to-month,1,45.4
3481-JHUZH,0.41,Medium Risk,Month-to-month,41,80.25
1612-EOHDH,0.41,Medium Risk,Month-to-month,1,45.15
4248-HCETZ,0.41,Medium Risk,Month-to-month,30,79.65
7682-AZNDK,0.41,Medium Risk,Month-to-month,34,89.85
5649-RXQTV,0.41,Medium Risk,Month-to-month,51,99.0
1481-ZUWZA,0.41,Medium Risk,Month-to-month,28,94.5
5351-QESIO,0.41,Medium Risk,Month-to-month,1,24.2
5651-YLPRD,0.41,Medium Risk,Month-to-month,32,86.1
0641-EVBOJ,0.41,Medium Risk,Month-to-month,3,82.3
1095-JUDTC,0.41,Medium Risk,Month-to-month,47,95.05
6595-COKXZ,0.41,Medium Risk,Month-to-month,1,44.45
2103-ZRXFN,0.41,Medium Risk,Month-to-month,1,50.75
5896-NPFWW,0.4,Medium Risk,Month-to-month,3,50.15
0064-YIJGF,0.4,Medium Risk,Month-to-month,27,75.75
7233-DRTRF,0.4,Medium Risk,Month-to-month,63,102.4
2195-ZRVAX,0.4,Medium Risk,Month-to-month,47,85.3
5365-LLFYV,0.4,Medium Risk,Month-to-month,2,45.85
6029-CSMJE,0.4,Medium Risk,Month-to-month,17,25.65
9112-WSNPU,0.4,Medium Risk,Month-to-month,35,70.55
4671-LXRDQ,0.4,Medium Risk,Month-to-month,2,45.0
5046-NUHWD,0.4,Medium Risk,Month-to-month,29,45.0
0621-TWIEM,0.4,Medium Risk,Month-to-month,10,45.55
4727-MCYZG,0.4,Medium Risk,Month-to-month,1,55.55
3845-JHAMY,0.4,Medium Risk,Month-to-month,16,35.5
5981-ZVXOT,0.4,Medium Risk,One year,35,108.35
4237-RLAQD,0.4,Medium Risk,Month-to-month,1,45.85
3415-TAILE,0.4,Medium Risk,Month-to-month,2,65.7
7729-JTEEC,0.4,Medium Risk,Month-to-month,2,44.5
5016-ETTFF,0.4,Medium Risk,Month-to-month,10,29.5
7825-GKXMW,0.4,Medium Risk,Month-to-month,1,45.8
3058-WQDRE,0.4,Medium Risk,Month-to-month,13,25.15
3932-IJWDZ,0.4,Medium Risk,Month-to-month,45,103.65
3509-GWQGF,0.4,Medium Risk,Month-to-month,24,70.0
0887-HJGAR,0.4,Medium Risk,Month-to-month,1,45.7
1728-BQDMA,0.4,Medium Risk,Month-to-month,2,44.45
9667-TKTVZ,0.4,Medium Risk,Month-to-month,2,54.35
8149-AIQCG,0.4,Medium Risk,Month-to-month,39,73.15
8019-ENHXU,0.4,Medium Risk,Month-to-month,42,99.45
1013-QCWAM,0.4,Medium Risk,Month-to-month,66,100.8
1849-RJYIG,0.4,Medium Risk,Month-to-month,8,60.0
5552-ZNFSJ,0.4,Medium Risk,Month-to-month,1,45.3
5515-RUGKN,0.4,Medium Risk,Month-to-month,8,54.75
4446-BZKHU,0.4,Medium Risk,Month-to-month,61,105.55
5133-POWUA,0.4,Medium Risk,Month-to-month,1,45.8
2277-DJJDL,0.4,Medium Risk,Month-to-month,60,99.0
3208-YPIOE,0.4,Medium Risk,Month-to-month,39,75.25
1963-SVUCV,0.4,Medium Risk,Month-to-month,1,45.3
9722-UJOJR,0.4,Medium Risk,Month-to-month,29,70.75
1343-EHPYB,0.4,Medium Risk,Month-to-month,63,103.4
5047-LHVLY,0.4,Medium Risk,Month-to-month,1,50.15
8123-QBNAZ,0.4,Medium Risk,Month-to-month,36,104.5
7529-ZDFXI,0.4,Medium Risk,Month-to-month,57,89.85
9584-EXCDZ,0.4,Medium Risk,Month-to-month,17,70.5
4537-DKTAL,0.4,Medium Risk,Month-to-month,2,45.55
5712-AHQNN,0.4,Medium Risk,Month-to-month,43,91.65
8988-ECPJR,0.4,Medium Risk,Month-to-month,34,79.6
6317-YPKDH,0.4,Medium Risk,Month-to-month,1,29.95
7599-FKVXZ,0.4,Medium Risk,Month-to-month,42,106.15
5536-RTPWK,0.4,Medium Risk,Month-to-month,49,99.05
5839-SUYVZ,0.4,Medium Risk,Month-to-month,16,74.55
6080-TCMYC,0.4,Medium Risk,Month-to-month,40,81.2
7758-XKCBS,0.4,Medium Risk,Month-to-month,15,29.7
9117-SHLZX,0.4,Medium Risk,Month-to-month,1,45.7
3278-FSIXX,0.4,Medium Risk,Month-to-month,2,45.25
1442-BQPVU,0.4,Medium Risk,Month-to-month,13,29.15
5404-GGUKR,0.4,Medium Risk,Month-to-month,5,51.35
5419-KLXBN,0.4,Medium Risk,Month-to-month,25,89.15
6218-KNUBD,0.4,Medium Risk,Month-to-month,6,59.45
0397-GZBBC,0.4,Medium Risk,Month-to-month,59,93.85
4522-AKYLR,0.4,Medium Risk,Month-to-month,13,54.8
4468-KAZHE,0.4,Medium Risk,Month-to-month,20,60.0
0320-JDNQG,0.4,Medium Risk,Month-to-month,23,99.85
2372-HWUHI,0.4,Medium Risk,Month-to-month,2,44.35
4566-QVRRW,0.4,Medium Risk,Month-to-month,11,44.05
3566-HJGPK,0.4,Medium Risk,Month-to-month,1,45.55
6591-QGOYB,0.4,Medium Risk,Month-to-month,17,106.65
7359-PTSXY,0.4,Medium Risk,Month-to-month,1,45.75
1910-FMXJM,0.4,Medium Risk,Month-to-month,36,80.4
5673-TIYIB,0.39,Medium Risk,Month-to-month,2,40.4
8158-WPEZG,0.39,Medium Risk,Month-to-month,11,35.65
9269-CQOOL,0.39,Medium Risk,Month-to-month,3,54.7
0531-ZZJWQ,0.39,Medium Risk,Month-to-month,55,74.0
6133-OZILE,0.39,Medium Risk,Month-to-month,18,35.2
2037-XJFUP,0.39,Medium Risk,One year,33,95.8
1536-HBSWP,0.39,Medium Risk,Month-to-month,1,49.9
1670-SVOWZ,0.39,Medium Risk,Month-to-month,14,89.65
4829-AUOAX,0.39,Medium Risk,Month-to-month,46,96.05
0804-XBFBV,0.39,Medium Risk,Month-to-month,11,25.2
8069-YQQAJ,0.39,Medium Risk,Month-to-month,14,31.1
2960-NKRSO,0.39,Medium Risk,Month-to-month,24,85.95
4223-WOZCM,0.39,Medium Risk,Month-to-month,2,49.95
7929-DMBCV,0.39,Medium Risk,Month-to-month,20,81.0
0374-IOEGQ,0.39,Medium Risk,Month-to-month,3,44.6
1323-OOEPC,0.39,Medium Risk,Month-to-month,53,98.4
5816-QVHRX,0.39,Medium Risk,Month-to-month,37,100.3
8631-WUXGY,0.39,Medium Risk,Month-to-month,46,99.8
3014-WJKSM,0.39,Medium Risk,Month-to-month,29,75.3
7401-RUBNK,0.39,Medium Risk,Month-to-month,18,74.8
4193-ORFCL,0.39,Medium Risk,Month-to-month,1,45.1
4607-CHPCA,0.39,Medium Risk,One year,25,90.4
8229-TNIQA,0.39,Medium Risk,Month-to-month,4,45.3
2894-QOJRX,0.39,Medium Risk,Month-to-month,25,34.0
0265-PSUAE,0.39,Medium Risk,Month-to-month,16,100.7
0410-IPFTY,0.39,Medium Risk,Month-to-month,31,83.85
5392-AKEMH,0.39,Medium Risk,Month-to-month,12,45.05
1216-JWVUX,0.39,Medium Risk,Month-to-month,25,75.5
2049-BAFNW,0.39,Medium Risk,Month-to-month,1,35.9
9003-CPATH,0.39,Medium Risk,Month-to-month,42,79.9
1907-YLNYW,0.39,Medium Risk,Month-to-month,8,66.7
9090-SGQXL,0.39,Medium Risk,Month-to-month,68,105.3
4690-LLKUA,0.39,Medium Risk,Month-to-month,17,45.05
1329-VHWNP,0.39,Medium Risk,Month-to-month,7,25.05
4550-VBOFE,0.39,Medium Risk,Month-to-month,70,102.95
8180-AKMJV,0.39,Medium Risk,Month-to-month,1,44.55
3716-UVSPD,0.39,Medium Risk,Month-to-month,1,49.3
0730-KOAVE,0.39,Medium Risk,Month-to-month,30,94.3
7030-NJVDP,0.39,Medium Risk,Month-to-month,24,89.25
8096-LOIST,0.39,Medium Risk,Month-to-month,19,56.2
3688-FTHLT,0.39,Medium Risk,Month-to-month,16,63.05
5301-GAUUY,0.39,Medium Risk,Month-to-month,32,80.35
9210-IAHGH,0.39,Medium Risk,Month-to-month,7,70.75
5213-TWWJU,0.39,Medium Risk,Month-to-month,28,91.0
8654-DHAOW,0.39,Medium Risk,Month-to-month,2,54.15
9462-MJUAW,0.39,Medium Risk,Month-to-month,4,50.4
9261-WDCAF,0.39,Medium Risk,Month-to-month,3,54.65
0015-UOCOJ,0.39,Medium Risk,Month-to-month,7,48.2
0324-BRPCJ,0.39,Medium Risk,Month-to-month,68,100.2
3192-LNKRK,0.39,Medium Risk,Month-to-month,34,84.05
0322-CHQRU,0.39,Medium Risk,Month-to-month,2,45.35
7547-EKNFS,0.39,Medium Risk,Month-to-month,42,95.25
4976-LNFVV,0.39,Medium Risk,Month-to-month,19,34.3
7876-BEUTG,0.39,Medium Risk,Month-to-month,15,48.8
3351-NGXYI,0.39,Medium Risk,Month-to-month,16,54.1
6745-JEFZB,0.39,Medium Risk,Month-to-month,35,91.5
9469-WEJBT,0.39,Medium Risk,Month-to-month,37,90.35
8806-EAGWC,0.39,Medium Risk,Month-to-month,3,55.15
8544-GOQSH,0.38,Medium Risk,Month-to-month,14,80.05
1689-MRZQR,0.38,Medium Risk,Month-to-month,34,78.3
5394-SVGJV,0.38,Medium Risk,Month-to-month,37,98.8
3005-TYFRD,0.38,Medium Risk,Month-to-month,55,103.65
1816-FLZDK,0.38,Medium Risk,Month-to-month,1,29.15
4847-QNOKA,0.38,Medium Risk,Month-to-month,1,44.9
9470-XCCEM,0.38,Medium Risk,Month-to-month,35,89.65
7964-VEXDG,0.38,Medium Risk,Month-to-month,21,80.35
1406-PUQVY,0.38,Medium Risk,Month-to-month,1,49.9
3926-CUQZX,0.38,Medium Risk,Month-to-month,1,45.1
2207-QPJED,0.38,Medium Risk,Month-to-month,37,90.0
2604-IJPDU,0.38,Medium Risk,Month-to-month,20,96.55
3082-VQXNH,0.38,Medium Risk,Month-to-month,3,29.8
5154-VEKBL,0.38,Medium Risk,Month-to-month,9,58.5
7377-DMMRI,0.38,Medium Risk,Month-to-month,2,47.8
2208-UGTGR,0.38,Medium Risk,Month-to-month,56,98.6
9281-PKKZE,0.38,Medium Risk,Month-to-month,46,43.95
1373-ORVIZ,0.38,Medium Risk,Month-to-month,11,66.35
4208-UFFGW,0.38,Medium Risk,Month-to-month,2,44.95
0089-IIQKO,0.38,Medium Risk,Month-to-month,39,99.95
9812-GHVRI,0.38,Medium Risk,Month-to-month,40,83.85
1355-KUSBG,0.38,Medium Risk,Month-to-month,7,48.8
6650-VJONK,0.38,Medium Risk,Month-to-month,1,43.85
2869-ADAWR,0.38,Medium Risk,Month-to-month,45,89.3
6537-OTKMY,0.38,Medium Risk,One year,15,50.75
2720-FVBQP,0.38,Medium Risk,Month-to-month,6,48.95
4329-YPDDQ,0.38,Medium Risk,Month-to-month,20,108.2
4430-UZIPO,0.38,Medium Risk,Month-to-month,3,36.85
2074-GUHPQ,0.38,Medium Risk,Month-to-month,17,92.7
4959-JOSRX,0.38,Medium Risk,Month-to-month,2,44.6
5886-VLQVU,0.38,Medium Risk,Month-to-month,35,89.85
2014-MKGMH,0.38,Medium Risk,One year,46,101.1
9332-GYWLO,0.38,Medium Risk,Month-to-month,6,54.85
0856-NAOES,0.38,Medium Risk,Month-to-month,6,60.9
6656-JWRQX,0.38,Medium Risk,Month-to-month,1,30.55
2108-XWMPY,0.38,Medium Risk,Month-to-month,3,35.45
8623-ULFNQ,0.38,Medium Risk,Month-to-month,26,66.05
4678-DVQEO,0.38,Medium Risk,Month-to-month,1,52.2
9637-EIHEQ,0.38,Medium Risk,Month-to-month,1,50.8
4918-QLLIW,0.38,Medium Risk,Month-to-month,3,53.4
5934-TSSAU,0.38,Medium Risk,Month-to-month,23,75.3
7927-AUXBZ,0.38,Medium Risk,Month-to-month,30,85.15
7112-OPOTK,0.38,Medium Risk,Month-to-month,33,68.25
1047-NNCBF,0.38,Medium Risk,Month-to-month,20,70.55
2325-WINES,0.38,Medium Risk,One year,32,104.05
5175-AOBHI,0.38,Medium Risk,Month-to-month,4,46.0
2637-FKFSY,0.38,Medium Risk,Month-to-month,3,46.1
3961-SXAXY,0.38,Medium Risk,Month-to-month,1,44.05
4391-LNRXK,0.38,Medium Risk,Month-to-month,22,94.95
5999-LCXAO,0.37,Medium Risk,Month-to-month,1,29.9
5536-SLHPM,0.37,Medium Risk,Month-to-month,55,77.75
4065-JJAVA,0.37,Medium Risk,Month-to-month,1,49.5
1465-LNTLJ,0.37,Medium Risk,Month-to-month,8,64.4
3787-TRIAL,0.37,Medium Risk,Month-to-month,21,26.05
7064-FRRSW,0.37,Medium Risk,One year,48,99.0
1226-UDFZR,0.37,Medium Risk,Month-to-month,2,49.6
3733-LSYCE,0.37,Medium Risk,Month-to-month,15,75.35
3814-MLAXC,0.37,Medium Risk,Month-to-month,31,79.85
0363-QJVFX,0.37,Medium Risk,Month-to-month,32,108.15
0260-ZDLGK,0.37,Medium Risk,Month-to-month,9,72.9
2455-USLMV,0.37,Medium Risk,Month-to-month,31,84.75
9445-SZLCH,0.37,Medium Risk,Month-to-month,36,97.35
7841-TZDMQ,0.37,Medium Risk,Month-to-month,2,46.0
3446-QDSZF,0.37,Medium Risk,Month-to-month,4,55.5
1862-SKORY,0.37,Medium Risk,Month-to-month,40,39.3
9408-HRXRK,0.37,Medium Risk,Month-to-month,45,105.15
6689-KXGBO,0.37,Medium Risk,Month-to-month,1,50.55
8384-FZBJK,0.37,Medium Risk,Month-to-month,57,100.6
0106-GHRQR,0.37,Medium Risk,Month-to-month,16,71.4
8773-HHUOZ,0.37,Medium Risk,Month-to-month,17,64.7
3956-CJUST,0.37,Medium Risk,Month-to-month,23,75.4
5172-MIGPM,0.37,Medium Risk,Month-to-month,4,65.55
2100-BDNSN,0.37,Medium Risk,Month-to-month,5,67.95
0836-SEYLU,0.37,Medium Risk,Month-to-month,9,40.65
0701-RFGFI,0.37,Medium Risk,Month-to-month,49,95.4
1469-LBJQJ,0.37,Medium Risk,Month-to-month,66,105.2
